"","x","y","layer"
"1",-123.601217557379,41.7401692517554,35
"2",-123.598523467379,41.7401692517554,35
"3",-123.595829377379,41.7401692517554,35
"4",-123.593135287379,41.7401692517554,35
"5",-123.590441197379,41.7401692517554,35
"6",-123.587747107379,41.7401692517554,35
"7",-123.584783608379,41.7401692517554,35
"8",-123.582089518379,41.7401692517554,35
"9",-123.579395428379,41.7401692517554,35
"10",-123.576701338379,41.7401692517554,35
"11",-123.574007248379,41.7401692517554,35
"12",-123.571313158379,41.7401692517554,35
"13",-123.568619068379,41.7401692517554,24
"14",-123.565924978379,41.7401692517554,24
"15",-123.563230888379,41.7401692517554,24
"16",-123.560536798379,41.7401692517554,24
"17",-123.557842708379,41.7401692517554,24
"18",-123.554879209379,41.7401692517554,24
"19",-123.552185119379,41.7401692517554,24
"20",-123.549491029379,41.7401692517554,24
"21",-123.546796939379,41.7401692517554,35
"22",-123.544102849379,41.7401692517554,35
"23",-123.541408759379,41.7401692517554,35
"24",-123.538714669379,41.7401692517554,35
"25",-123.536020579379,41.7401692517554,35
"26",-123.533326489379,41.7401692517554,35
"27",-123.530632399379,41.7401692517554,35
"28",-123.527938309379,41.7401692517554,35
"29",-123.525244219379,41.7401692517554,35
"30",-123.522280720379,41.7401692517554,35
"31",-123.519586630379,41.7401692517554,35
"32",-123.516892540379,41.7401692517554,35
"33",-123.514198450379,41.7401692517554,35
"34",-123.511504360379,41.7401692517554,35
"35",-123.508810270379,41.7401692517554,35
"36",-123.506116180379,41.7401692517554,35
"37",-123.503422090379,41.7401692517554,35
"38",-123.500728000379,41.7401692517554,35
"39",-123.498033910379,41.7401692517554,35
"40",-123.495339820379,41.7401692517554,35
"41",-123.492645730379,41.7401692517554,35
"42",-123.489682231379,41.7401692517554,35
"43",-123.486988141379,41.7401692517554,35
"44",-123.484294051379,41.7401692517554,35
"45",-123.481599961379,41.7401692517554,35
"46",-123.478905871379,41.7401692517554,35
"47",-123.476211781379,41.7401692517554,35
"48",-123.473517691379,41.7401692517554,35
"49",-123.470823601379,41.7401692517554,35
"50",-123.468129511379,41.7401692517554,35
"51",-123.465435421379,41.7401692517554,35
"52",-123.462741331379,41.7401692517554,35
"53",-123.459777832379,41.7401692517554,35
"54",-123.457083742379,41.7401692517554,35
"55",-123.454389652379,41.7401692517554,35
"56",-123.451695562379,41.7401692517554,35
"57",-123.449001472379,41.7401692517554,35
"58",-123.446307382379,41.7401692517554,35
"59",-123.443613292379,41.7401692517554,35
"60",-123.440919202379,41.7401692517554,35
"61",-123.438225112379,41.7401692517554,35
"62",-123.435531022379,41.7401692517554,35
"63",-123.432836932379,41.7401692517554,35
"64",-123.430142842379,41.7401692517554,35
"65",-123.427179343379,41.7401692517554,35
"66",-123.424485253379,41.7401692517554,35
"67",-123.421791163379,41.7401692517554,35
"68",-123.419097073379,41.7401692517554,35
"69",-123.416402983379,41.7401692517554,35
"70",-123.413708893379,41.7401692517554,35
"71",-123.411014803379,41.7401692517554,35
"72",-123.408320713379,41.7401692517554,35
"73",-123.405626623379,41.7401692517554,35
"74",-123.402932533379,41.7401692517554,35
"75",-123.400238443379,41.7401692517554,35
"76",-123.397274944379,41.7401692517554,35
"77",-123.394580854379,41.7401692517554,35
"78",-123.391886764379,41.7401692517554,35
"79",-123.389192674379,41.7401692517554,35
"80",-123.386498584379,41.7401692517554,35
"81",-123.383804494379,41.7401692517554,35
"82",-123.381110404379,41.7401692517554,35
"83",-123.378416314379,41.7401692517554,35
"84",-123.375722224379,41.7401692517554,35
"85",-123.373028134379,41.7401692517554,35
"86",-123.370334044379,41.7401692517554,35
"87",-123.367639954379,41.7401692517554,35
"88",-123.364676455379,41.7401692517554,35
"89",-123.361982365379,41.7401692517554,35
"90",-123.359288275379,41.7401692517554,35
"91",-123.356594185379,41.7401692517554,35
"92",-123.353900095379,41.7401692517554,35
"93",-123.351206005379,41.7401692517554,35
"94",-123.348511915379,41.7401692517554,35
"95",-123.345817825379,41.7401692517554,35
"96",-123.343123735379,41.7401692517554,35
"97",-123.340429645379,41.7401692517554,35
"98",-123.337735555379,41.7401692517554,35
"99",-123.335041465379,41.7401692517554,35
"100",-123.332077966379,41.7401692517554,35
"101",-123.329383876379,41.7401692517554,35
"102",-123.326689786379,41.7401692517554,35
"103",-123.323995696379,41.7401692517554,35
"104",-123.321301606379,41.7401692517554,35
"105",-123.318607516379,41.7401692517554,35
"106",-123.315913426379,41.7401692517554,35
"107",-123.313219336379,41.7401692517554,35
"108",-123.310525246379,41.7401692517554,35
"109",-123.307831156379,41.7401692517554,35
"110",-123.305137066379,41.7401692517554,35
"111",-123.302173567379,41.7401692517554,35
"112",-123.299479477379,41.7401692517554,35
"113",-123.296785387379,41.7401692517554,35
"114",-123.294091297379,41.7401692517554,35
"115",-123.291397207379,41.7401692517554,35
"116",-123.288703117379,41.7401692517554,35
"117",-123.601217557379,41.7374751617554,35
"118",-123.598523467379,41.7374751617554,35
"119",-123.595829377379,41.7374751617554,35
"120",-123.593135287379,41.7374751617554,35
"121",-123.590441197379,41.7374751617554,35
"122",-123.587747107379,41.7374751617554,35
"123",-123.584783608379,41.7374751617554,35
"124",-123.582089518379,41.7374751617554,35
"125",-123.579395428379,41.7374751617554,35
"126",-123.576701338379,41.7374751617554,35
"127",-123.574007248379,41.7374751617554,35
"128",-123.571313158379,41.7374751617554,35
"129",-123.568619068379,41.7374751617554,24
"130",-123.565924978379,41.7374751617554,24
"131",-123.563230888379,41.7374751617554,24
"132",-123.560536798379,41.7374751617554,24
"133",-123.557842708379,41.7374751617554,24
"134",-123.554879209379,41.7374751617554,24
"135",-123.552185119379,41.7374751617554,35
"136",-123.549491029379,41.7374751617554,35
"137",-123.546796939379,41.7374751617554,35
"138",-123.544102849379,41.7374751617554,24
"139",-123.541408759379,41.7374751617554,24
"140",-123.538714669379,41.7374751617554,24
"141",-123.536020579379,41.7374751617554,24
"142",-123.533326489379,41.7374751617554,24
"143",-123.530632399379,41.7374751617554,24
"144",-123.527938309379,41.7374751617554,24
"145",-123.525244219379,41.7374751617554,24
"146",-123.522280720379,41.7374751617554,24
"147",-123.519586630379,41.7374751617554,24
"148",-123.516892540379,41.7374751617554,24
"149",-123.514198450379,41.7374751617554,24
"150",-123.511504360379,41.7374751617554,24
"151",-123.508810270379,41.7374751617554,24
"152",-123.506116180379,41.7374751617554,24
"153",-123.503422090379,41.7374751617554,24
"154",-123.500728000379,41.7374751617554,35
"155",-123.498033910379,41.7374751617554,35
"156",-123.495339820379,41.7374751617554,35
"157",-123.492645730379,41.7374751617554,35
"158",-123.489682231379,41.7374751617554,35
"159",-123.486988141379,41.7374751617554,35
"160",-123.484294051379,41.7374751617554,35
"161",-123.481599961379,41.7374751617554,35
"162",-123.478905871379,41.7374751617554,35
"163",-123.476211781379,41.7374751617554,35
"164",-123.473517691379,41.7374751617554,35
"165",-123.470823601379,41.7374751617554,35
"166",-123.468129511379,41.7374751617554,35
"167",-123.465435421379,41.7374751617554,35
"168",-123.462741331379,41.7374751617554,35
"169",-123.459777832379,41.7374751617554,35
"170",-123.457083742379,41.7374751617554,35
"171",-123.454389652379,41.7374751617554,35
"172",-123.451695562379,41.7374751617554,35
"173",-123.449001472379,41.7374751617554,35
"174",-123.446307382379,41.7374751617554,35
"175",-123.443613292379,41.7374751617554,35
"176",-123.440919202379,41.7374751617554,35
"177",-123.438225112379,41.7374751617554,35
"178",-123.435531022379,41.7374751617554,35
"179",-123.432836932379,41.7374751617554,35
"180",-123.430142842379,41.7374751617554,35
"181",-123.427179343379,41.7374751617554,35
"182",-123.424485253379,41.7374751617554,35
"183",-123.421791163379,41.7374751617554,35
"184",-123.419097073379,41.7374751617554,35
"185",-123.416402983379,41.7374751617554,35
"186",-123.413708893379,41.7374751617554,35
"187",-123.411014803379,41.7374751617554,35
"188",-123.408320713379,41.7374751617554,35
"189",-123.405626623379,41.7374751617554,35
"190",-123.402932533379,41.7374751617554,35
"191",-123.400238443379,41.7374751617554,35
"192",-123.397274944379,41.7374751617554,35
"193",-123.394580854379,41.7374751617554,35
"194",-123.391886764379,41.7374751617554,35
"195",-123.389192674379,41.7374751617554,35
"196",-123.386498584379,41.7374751617554,35
"197",-123.383804494379,41.7374751617554,35
"198",-123.381110404379,41.7374751617554,35
"199",-123.378416314379,41.7374751617554,35
"200",-123.375722224379,41.7374751617554,35
"201",-123.373028134379,41.7374751617554,35
"202",-123.370334044379,41.7374751617554,35
"203",-123.367639954379,41.7374751617554,35
"204",-123.364676455379,41.7374751617554,35
"205",-123.361982365379,41.7374751617554,35
"206",-123.359288275379,41.7374751617554,35
"207",-123.356594185379,41.7374751617554,35
"208",-123.353900095379,41.7374751617554,35
"209",-123.351206005379,41.7374751617554,35
"210",-123.348511915379,41.7374751617554,35
"211",-123.345817825379,41.7374751617554,35
"212",-123.343123735379,41.7374751617554,35
"213",-123.340429645379,41.7374751617554,35
"214",-123.337735555379,41.7374751617554,35
"215",-123.335041465379,41.7374751617554,35
"216",-123.332077966379,41.7374751617554,35
"217",-123.329383876379,41.7374751617554,35
"218",-123.326689786379,41.7374751617554,35
"219",-123.323995696379,41.7374751617554,35
"220",-123.321301606379,41.7374751617554,35
"221",-123.318607516379,41.7374751617554,35
"222",-123.315913426379,41.7374751617554,35
"223",-123.313219336379,41.7374751617554,35
"224",-123.310525246379,41.7374751617554,35
"225",-123.307831156379,41.7374751617554,35
"226",-123.305137066379,41.7374751617554,35
"227",-123.302173567379,41.7374751617554,35
"228",-123.299479477379,41.7374751617554,35
"229",-123.296785387379,41.7374751617554,35
"230",-123.294091297379,41.7374751617554,35
