lon,lat
-123.4049377,41.4947184
-123.0949736,41.04491125
-123.0569322,41.08398659
-123.1922987,41.06386921
-124.0439961,40.9972535
-123.8552618,41.09391515
-123.0666077,41.06857752
-123.5435352,41.45847747
-123.5571813,41.51396096
-124.1247676,41.89652302
-123.1270603,41.08024629
-123.0633783,41.11421435
-123.5360798,41.45608044
-123.8788638,41.15032517
-123.3598992,41.52208857
-123.1007673,41.05213988
-123.0378099,41.10119991
-123.3737948,41.55202078
-123.4251089,41.51979431
-123.5123341,41.50744097
-123.4175532,41.64376239
-123.1081311,41.10898339
-124.0049738,40.92201333
-123.4475506,41.65786285
-123.112472,41.14020111
-123.087119,41.12482835
-123.4914367,41.47262838
-124.1223243,41.94284988
-123.5465035,41.46689439
-123.4366652,41.67685578
-123.4487898,41.51264254
-123.3957812,41.50791913
-124.075127,41.01578505
-123.0192823,41.10902351
-123.0973327,41.13585501
-123.109308,41.06450929
-123.4850118,41.5039925
-123.3688092,41.56091812
-123.1897492,41.05883788
-123.4657186,41.6573223
-123.0966971,41.14115226
-123.0924333,41.04066146
-123.5563167,41.53753741
-124.0028644,40.93803017
-123.9092249,41.13880267
-124.0854961,41.90883479
-123.1566126,41.08711913
-124.0283208,40.98929618
-123.0448972,41.08616286
-123.9861793,40.9399577
-123.3607707,41.68091108
-123.1115243,41.15049818
-123.5505623,41.48096268
-124.0702676,40.99330124
-123.0786472,41.10346733
-123.1721084,41.05746932
-122.9946991,41.12018599
-124.0106091,40.98395791
-123.5127608,41.467347
-123.0015367,41.12039329
-123.1500377,41.02834073
-123.432635,41.64194121
-123.0750181,41.12707987
-123.4532554,41.67668347
-123.0759068,41.08160652
-123.43207,41.69933693
-123.917036,41.14868542
-123.8446559,41.08394951
-123.0574501,41.13188224
-123.8786071,41.17393668
-123.3672085,41.53025318
-124.1302599,41.94340249
-124.0930065,41.94125938
-123.1485941,41.04232329
-123.394117,41.63445062
-123.1418118,41.05316865
-123.3821781,41.50748774
-123.1029426,41.07356832
-123.3906779,41.64549619
-124.0311499,40.99843208
-123.0810895,41.11389698
-123.5399123,41.5240235
-124.122634,41.90410046
-123.478342,41.51271258
-123.0245219,41.10659034
-124.0884102,41.88944291
-123.4704035,41.4987298
-124.0078648,40.9434545
-124.1044247,41.91365296
-124.1331849,41.90009695
-123.4629696,41.50298444
-123.509207,41.49066504
-123.8542565,41.15506828
-123.4179947,41.48701537
-123.4349541,41.64932736
-123.4410017,41.49694572
-124.0910042,41.8980917
-123.5418855,41.4631241
-123.4330211,41.50931621
-123.3824851,41.65715203
-123.079989,41.12964381
-123.4682452,41.61811269
-123.3719503,41.70068213
-123.4351809,41.5276381
-123.4388154,41.51914834
-124.1324555,41.89225036
-123.0432593,41.11218784
-123.8459564,41.0943802
-123.533397,41.48520499
-123.0627558,41.13593309
-123.3707844,41.66508966
-123.4572316,41.49295511
-123.101244,41.15344429
-123.5187874,41.47823701
-123.1421823,41.04286286
-123.4268882,41.50604242
-123.0901799,41.10691798
-123.3551952,41.63707247
-123.1724778,41.0485507
-123.8512558,41.08798155
